id_produto,nome_produto,categoria,preco,ativo,descricao
1,Notebook Lenovo IdeaPad 3 15,Informática,5963.42,True,"Notebook Lenovo IdeaPad 3 15 | Categoria: Informática | Cor: prata | Material: alumínio | Voltagem: 220V | Peso: 33.38 kg | Dimensões: 149x32x80 cm | Capacidade: 16GB RAM | Potência: 65W | Conectividade: Wi-Fi | Recursos: assistência técnica nacional, acabamento premium, baixo ruído | Garantia: 24 meses | Origem: México | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: informática, prata, alumínio, 220V, 16GB RAM, 65W, Wi-Fi, eficiência, durável, custo-benefício | Nulla culpa in consectetur ullam deleniti ratione quibusdam voluptate quas."
42,Teclado Mecânico Redragon Kumara,Informática,6208.68,True,"Teclado Mecânico Redragon Kumara | Categoria: Informática | Cor: vermelho | Material: malha respirável | Voltagem: 110V | Peso: 36.96 kg | Dimensões: 82x195x43 cm | Capacidade: 32GB RAM | Potência: — | Conectividade: HDMI | Recursos: proteção contra sobrecarga, controle por app, fácil instalação, assistência técnica nacional, garantia 12 meses | Garantia: 6 meses | Origem: México | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: informática, vermelho, malha respirável, 110V, 32GB RAM, —, HDMI, eficiência, durável, custo-benefício | Molestias beatae quae quo quaerat ipsam dolorem recusandae quam minima."
43,Carregador Turbo USB-C 30W,Telefonia,362.91,True,"Carregador Turbo USB-C 30W | Categoria: Telefonia | Cor: verde-oliva | Material: vidro temperado | Voltagem: 220V | Peso: 35.7 kg | Dimensões: 176x48x68 cm | Capacidade: 128GB | Potência: — | Conectividade: DisplayPort | Recursos: eficiência energética A, resistente a riscos, controle por app, design ergonômico | Garantia: 12 meses | Origem: Brasil | Indicações de uso: profissional | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: telefonia, verde-oliva, vidro temperado, 220V, 128GB, —, DisplayPort, eficiência, durável, custo-benefício | Culpa soluta voluptas vel expedita tenetur beatae tempora vitae maiores quo quis."
44,Samsung Galaxy A54 5G 256GB,Telefonia,3318.26,False,"Samsung Galaxy A54 5G 256GB | Categoria: Telefonia | Cor: vermelho | Material: cerâmica | Voltagem: 220V | Peso: 18.01 kg | Dimensões: 30x94x73 cm | Capacidade: 6000mAh | Potência: — | Conectividade: NFC, HDMI | Recursos: controle por app, eficiência energética A | Garantia: 6 meses | Origem: China | Indicações de uso: profissional | Compatível com: tomada padrão | Palavras-chave: telefonia, vermelho, cerâmica, 220V, 6000mAh, —, NFC, HDMI, eficiência, durável, custo-benefício | Eos aperiam dicta voluptatem vitae facere minus ad aspernatur aliquam dolorem."
45,Escrivaninha 120x60cm MDP,Móveis,3070.23,True,"Escrivaninha 120x60cm MDP | Categoria: Móveis | Cor: branco | Material: tecido suede | Voltagem: bivolt | Peso: 31.29 kg | Dimensões: 17x21x46 cm | Capacidade: 120kg suportados | Potência: — | Conectividade: USB-C, NFC | Recursos: garantia 12 meses, assistência técnica nacional, fácil instalação, design ergonômico, proteção contra sobrecarga | Garantia: 6 meses | Origem: México | Indicações de uso: profissional | Compatível com: tomada padrão | Palavras-chave: móveis, branco, tecido suede, bivolt, 120kg suportados, —, USB-C, NFC, eficiência, durável, custo-benefício | Quibusdam debitis iure accusamus quaerat voluptatum dicta vero illo ut necessitatibus."
46,Aparador de Pelos Philips OneBlade,Beleza,766.47,True,"Aparador de Pelos Philips OneBlade | Categoria: Beleza | Cor: dourado | Material: ABS | Voltagem: bivolt | Peso: 20.86 kg | Dimensões: 75x127x37 cm | Capacidade: 200°C | Potência: 1652W | Conectividade: NFC, DisplayPort | Recursos: eficiência energética A, resistente a riscos, proteção contra sobrecarga | Garantia: 24 meses | Origem: China | Indicações de uso: estúdio | Compatível com: USB-C PD | Palavras-chave: beleza, dourado, ABS, bivolt, 200°C, 1652W, NFC, DisplayPort, eficiência, durável, custo-benefício | Quasi accusantium alias expedita iusto nostrum dolorem provident odit quae dolor voluptatibus."
47,Guarda-Roupa 6 Portas Cedro,Móveis,892.96,True,"Guarda-Roupa 6 Portas Cedro | Categoria: Móveis | Cor: champanhe | Material: alumínio | Voltagem: bivolt | Peso: 17.29 kg | Dimensões: 101x157x42 cm | Capacidade: — | Potência: — | Conectividade: Wi-Fi, HDMI | Recursos: baixo ruído, controle por app, resistente a riscos, fácil instalação | Garantia: 12 meses | Origem: México | Indicações de uso: viagem | Compatível com: USB-C PD | Palavras-chave: móveis, champanhe, alumínio, bivolt, —, —, Wi-Fi, HDMI, eficiência, durável, custo-benefício | Molestiae sapiente alias totam iste veniam quae aut."
48,Xiaomi Redmi Note 12 6GB/128GB,Telefonia,4368.98,True,"Xiaomi Redmi Note 12 6GB/128GB | Categoria: Telefonia | Cor: prata | Material: alumínio | Voltagem: 220V | Peso: 29.16 kg | Dimensões: 89x122x9 cm | Capacidade: 5000mAh | Potência: — | Conectividade: Bluetooth 5.3, Wi-Fi, USB-C | Recursos: fácil instalação, garantia 12 meses, assistência técnica nacional, eficiência energética A | Garantia: 24 meses | Origem: China | Indicações de uso: viagem | Compatível com: USB-C PD | Palavras-chave: telefonia, prata, alumínio, 220V, 5000mAh, —, Bluetooth 5.3, Wi-Fi, USB-C, eficiência, durável, custo-benefício | Autem officia dignissimos minus nemo vitae non officiis quasi suscipit et velit fugit."
49,Realme C55 256GB,Telefonia,6403.50,False,"Realme C55 256GB | Categoria: Telefonia | Cor: azul-marinho | Material: MDF BP | Voltagem: bivolt | Peso: 21.18 kg | Dimensões: 29x46x33 cm | Capacidade: 6000mAh | Potência: — | Conectividade: USB-C, Wi-Fi, HDMI | Recursos: design ergonômico, acabamento premium | Garantia: 6 meses | Origem: Vietnã | Indicações de uso: escritório | Compatível com: USB-C PD | Palavras-chave: telefonia, azul-marinho, MDF BP, bivolt, 6000mAh, —, USB-C, Wi-Fi, HDMI, eficiência, durável, custo-benefício | Tempore illum ad quos tempora at ducimus."
50,Aparador de Pelos Philips OneBlade,Beleza,997.56,False,"Aparador de Pelos Philips OneBlade | Categoria: Beleza | Cor: branco | Material: policarbonato | Voltagem: 110V | Peso: 1.32 kg | Dimensões: 153x93x33 cm | Capacidade: 200°C | Potência: 2001W | Conectividade: NFC, USB-C | Recursos: eficiência energética A, garantia 12 meses, baixo ruído, resistente a riscos, acabamento premium | Garantia: 12 meses | Origem: Brasil | Indicações de uso: doméstico | Compatível com: padrão ABNT | Palavras-chave: beleza, branco, policarbonato, 110V, 200°C, 2001W, NFC, USB-C, eficiência, durável, custo-benefício | Maiores aliquam enim praesentium itaque magni facilis laudantium animi."
51,Maquina de Cortar Cabelo Wahl Home Pro,Beleza,503.06,True,"Maquina de Cortar Cabelo Wahl Home Pro | Categoria: Beleza | Cor: cinza-escuro | Material: vidro temperado | Voltagem: 220V | Peso: 33.45 kg | Dimensões: 49x116x17 cm | Capacidade: — | Potência: 1960W | Conectividade: USB-C, Wi-Fi | Recursos: assistência técnica nacional, resistente a riscos, acabamento premium, eficiência energética A | Garantia: 12 meses | Origem: Brasil | Indicações de uso: escritório | Compatível com: USB-C PD | Palavras-chave: beleza, cinza-escuro, vidro temperado, 220V, —, 1960W, USB-C, Wi-Fi, eficiência, durável, custo-benefício | Impedit nam tempora quae numquam delectus porro asperiores aut laudantium a."
52,SSD NVMe Kingston 1TB,Informática,2293.95,False,"SSD NVMe Kingston 1TB | Categoria: Informática | Cor: champanhe | Material: alumínio | Voltagem: 220V | Peso: 9.7 kg | Dimensões: 173x162x7 cm | Capacidade: 256GB | Potência: 120W | Conectividade: Bluetooth 5.3 | Recursos: eficiência energética A, acabamento premium, assistência técnica nacional | Garantia: 24 meses | Origem: México | Indicações de uso: profissional | Compatível com: USB-C PD | Palavras-chave: informática, champanhe, alumínio, 220V, 256GB, 120W, Bluetooth 5.3, eficiência, durável, custo-benefício | Sed quia id molestiae quo rem atque atque perferendis corporis modi."
53,Fone TWS QCY T13,Telefonia,79.68,True,"Fone TWS QCY T13 | Categoria: Telefonia | Cor: prata | Material: ABS | Voltagem: 220V | Peso: 11.43 kg | Dimensões: 54x38x8 cm | Capacidade: 256GB | Potência: — | Conectividade: USB-C | Recursos: controle por app, proteção contra sobrecarga, baixo ruído | Garantia: 6 meses | Origem: China | Indicações de uso: doméstico | Compatível com: padrão ABNT | Palavras-chave: telefonia, prata, ABS, 220V, 256GB, —, USB-C, eficiência, durável, custo-benefício | Vitae dolorem minima modi sapiente officiis enim."
54,Cama Box Queen 158cm,Móveis,560.96,True,"Cama Box Queen 158cm | Categoria: Móveis | Cor: champanhe | Material: MDF BP | Voltagem: 220V | Peso: 26.8 kg | Dimensões: 125x138x33 cm | Capacidade: — | Potência: — | Conectividade: NFC | Recursos: resistente a riscos, baixo ruído, acabamento premium, assistência técnica nacional | Garantia: 12 meses | Origem: Vietnã | Indicações de uso: doméstico | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: móveis, champanhe, MDF BP, 220V, —, —, NFC, eficiência, durável, custo-benefício | A repellendus occaecati ullam blanditiis quia placeat sunt."
55,Escrivaninha 120x60cm MDP,Móveis,3609.16,True,"Escrivaninha 120x60cm MDP | Categoria: Móveis | Cor: prata | Material: alumínio | Voltagem: bivolt | Peso: 12.52 kg | Dimensões: 172x159x75 cm | Capacidade: — | Potência: — | Conectividade: HDMI, DisplayPort | Recursos: resistente a riscos, acabamento premium, fácil instalação, baixo ruído | Garantia: 24 meses | Origem: Brasil | Indicações de uso: viagem | Compatível com: padrão ABNT | Palavras-chave: móveis, prata, alumínio, bivolt, —, —, HDMI, DisplayPort, eficiência, durável, custo-benefício | Nulla reiciendis nemo minus incidunt odit aut."
56,Estante Livreiro 5 Prateleiras,Móveis,3565.79,True,"Estante Livreiro 5 Prateleiras | Categoria: Móveis | Cor: champanhe | Material: vidro temperado | Voltagem: 110V | Peso: 32.89 kg | Dimensões: 90x119x45 cm | Capacidade: — | Potência: — | Conectividade: USB-C, Bluetooth 5.3 | Recursos: eficiência energética A, controle por app, acabamento premium, baixo ruído, assistência técnica nacional | Garantia: 6 meses | Origem: China | Indicações de uso: profissional | Compatível com: tomada padrão | Palavras-chave: móveis, champanhe, vidro temperado, 110V, —, —, USB-C, Bluetooth 5.3, eficiência, durável, custo-benefício | Magni iusto alias corporis architecto esse cum fugit architecto aliquam corrupti laborum voluptatum."
57,Kit Manicure Profissional,Beleza,700.32,True,"Kit Manicure Profissional | Categoria: Beleza | Cor: verde-oliva | Material: MDF BP | Voltagem: 220V | Peso: 42.36 kg | Dimensões: 118x194x11 cm | Capacidade: — | Potência: 1929W | Conectividade: USB-C, Wi-Fi | Recursos: garantia 12 meses, resistente a riscos, assistência técnica nacional | Garantia: 6 meses | Origem: China | Indicações de uso: viagem | Compatível com: USB-C PD | Palavras-chave: beleza, verde-oliva, MDF BP, 220V, —, 1929W, USB-C, Wi-Fi, eficiência, durável, custo-benefício | Est cumque eveniet corporis facilis aspernatur cumque unde repellendus eveniet nostrum."
58,Teclado Mecânico Redragon Kumara,Informática,4643.91,True,"Teclado Mecânico Redragon Kumara | Categoria: Informática | Cor: cinza-escuro | Material: cerâmica | Voltagem: 220V | Peso: 30.44 kg | Dimensões: 152x16x39 cm | Capacidade: 256GB | Potência: 90W | Conectividade: NFC, USB-C | Recursos: proteção contra sobrecarga, baixo ruído, garantia 12 meses, fácil instalação | Garantia: 6 meses | Origem: Vietnã | Indicações de uso: doméstico | Compatível com: padrão ABNT | Palavras-chave: informática, cinza-escuro, cerâmica, 220V, 256GB, 90W, NFC, USB-C, eficiência, durável, custo-benefício | Qui soluta voluptatibus quia eligendi at recusandae labore tenetur totam."
59,Notebook Dell Inspiron 15,Informática,5999.36,True,"Notebook Dell Inspiron 15 | Categoria: Informática | Cor: verde-oliva | Material: tecido suede | Voltagem: 110V | Peso: 7.25 kg | Dimensões: 89x194x46 cm | Capacidade: 32GB RAM | Potência: 65W | Conectividade: Bluetooth 5.3 | Recursos: controle por app, baixo ruído, eficiência energética A | Garantia: 12 meses | Origem: Vietnã | Indicações de uso: estúdio | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: informática, verde-oliva, tecido suede, 110V, 32GB RAM, 65W, Bluetooth 5.3, eficiência, durável, custo-benefício | Architecto repellat beatae nulla officiis possimus nulla fugit quam."
60,Escova Modeladora Conair,Beleza,532.17,True,"Escova Modeladora Conair | Categoria: Beleza | Cor: cinza-escuro | Material: alumínio | Voltagem: 110V | Peso: 19.46 kg | Dimensões: 82x183x80 cm | Capacidade: — | Potência: 1779W | Conectividade: USB-C, Wi-Fi, Bluetooth 5.3 | Recursos: controle por app, baixo ruído, acabamento premium, eficiência energética A, garantia 12 meses | Garantia: 6 meses | Origem: México | Indicações de uso: escritório | Compatível com: USB-C PD | Palavras-chave: beleza, cinza-escuro, alumínio, 110V, —, 1779W, USB-C, Wi-Fi, Bluetooth 5.3, eficiência, durável, custo-benefício | Laborum nihil facilis nemo voluptate velit ullam iure sunt eaque a exercitationem."
61,Ar-Condicionado LG Dual Inverter 12.000 BTU,Eletrodomésticos,195.22,True,"Ar-Condicionado LG Dual Inverter 12.000 BTU | Categoria: Eletrodomésticos | Cor: prata | Material: ABS | Voltagem: 110V | Peso: 24.06 kg | Dimensões: 68x138x76 cm | Capacidade: 2L | Potência: 1325W | Conectividade: HDMI | Recursos: fácil instalação, baixo ruído | Garantia: 12 meses | Origem: Brasil | Indicações de uso: escritório | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: eletrodomésticos, prata, ABS, 110V, 2L, 1325W, HDMI, eficiência, durável, custo-benefício | Expedita perferendis magni iusto nam excepturi porro optio corrupti."
62,Aparador de Pelos Philips OneBlade,Beleza,868.83,True,"Aparador de Pelos Philips OneBlade | Categoria: Beleza | Cor: branco | Material: vidro temperado | Voltagem: bivolt | Peso: 43.49 kg | Dimensões: 53x168x63 cm | Capacidade: — | Potência: 880W | Conectividade: Wi-Fi, Bluetooth 5.3 | Recursos: controle por app, fácil instalação, eficiência energética A, assistência técnica nacional, garantia 12 meses | Garantia: 24 meses | Origem: China | Indicações de uso: profissional | Compatível com: USB-C PD | Palavras-chave: beleza, branco, vidro temperado, bivolt, —, 880W, Wi-Fi, Bluetooth 5.3, eficiência, durável, custo-benefício | Ea repudiandae cumque error libero quidem atque cupiditate sed."
63,Samsung Galaxy A54 5G 256GB,Telefonia,3602.75,True,"Samsung Galaxy A54 5G 256GB | Categoria: Telefonia | Cor: cinza-escuro | Material: policarbonato | Voltagem: 110V | Peso: 15.93 kg | Dimensões: 175x47x35 cm | Capacidade: 128GB | Potência: — | Conectividade: USB-C | Recursos: garantia 12 meses, controle por app, eficiência energética A | Garantia: 6 meses | Origem: Vietnã | Indicações de uso: estúdio | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: telefonia, cinza-escuro, policarbonato, 110V, 128GB, —, USB-C, eficiência, durável, custo-benefício | Quisquam ex repudiandae ea omnis quaerat delectus incidunt illum aperiam velit."
64,Modelador de Cachos Taiff,Beleza,428.46,False,"Modelador de Cachos Taiff | Categoria: Beleza | Cor: vermelho | Material: ABS | Voltagem: 110V | Peso: 3.26 kg | Dimensões: 123x171x43 cm | Capacidade: — | Potência: 1911W | Conectividade: USB-C | Recursos: design ergonômico, resistente a riscos | Garantia: 12 meses | Origem: Brasil | Indicações de uso: doméstico | Compatível com: USB-C PD | Palavras-chave: beleza, vermelho, ABS, 110V, —, 1911W, USB-C, eficiência, durável, custo-benefício | Quas quia cumque officia blanditiis expedita consequatur similique dolorem nobis repellat eveniet natus."
65,Ar-Condicionado LG Dual Inverter 12.000 BTU,Eletrodomésticos,3921.30,False,"Ar-Condicionado LG Dual Inverter 12.000 BTU | Categoria: Eletrodomésticos | Cor: branco | Material: cerâmica | Voltagem: 220V | Peso: 22.92 kg | Dimensões: 128x158x75 cm | Capacidade: 2L | Potência: 684W | Conectividade: DisplayPort, Bluetooth 5.3 | Recursos: controle por app, resistente a riscos, garantia 12 meses, baixo ruído | Garantia: 12 meses | Origem: Brasil | Indicações de uso: escritório | Compatível com: tomada padrão | Palavras-chave: eletrodomésticos, branco, cerâmica, 220V, 2L, 684W, DisplayPort, Bluetooth 5.3, eficiência, durável, custo-benefício | Ipsam dicta aliquam nobis perspiciatis odit totam totam libero."
66,Maquina de Cortar Cabelo Wahl Home Pro,Beleza,104.62,True,"Maquina de Cortar Cabelo Wahl Home Pro | Categoria: Beleza | Cor: champanhe | Material: malha respirável | Voltagem: 220V | Peso: 27.52 kg | Dimensões: 103x105x41 cm | Capacidade: — | Potência: 1537W | Conectividade: NFC, DisplayPort | Recursos: proteção contra sobrecarga, eficiência energética A | Garantia: 12 meses | Origem: Brasil | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: beleza, champanhe, malha respirável, 220V, —, 1537W, NFC, DisplayPort, eficiência, durável, custo-benefício | Maxime deleniti non tenetur corrupti ut dolor occaecati repudiandae voluptas hic."
67,Fogão 4 Bocas Atlas Mônaco,Eletrodomésticos,4383.84,True,"Fogão 4 Bocas Atlas Mônaco | Categoria: Eletrodomésticos | Cor: dourado | Material: ABS | Voltagem: 110V | Peso: 3.85 kg | Dimensões: 179x46x49 cm | Capacidade: 20L | Potência: 1943W | Conectividade: NFC, HDMI, Bluetooth 5.3 | Recursos: design ergonômico, acabamento premium | Garantia: 12 meses | Origem: China | Indicações de uso: profissional | Compatível com: tomada padrão | Palavras-chave: eletrodomésticos, dourado, ABS, 110V, 20L, 1943W, NFC, HDMI, Bluetooth 5.3, eficiência, durável, custo-benefício | Magni quam expedita repellendus aliquid animi facere quia numquam quia."
68,Cama Box Queen 158cm,Móveis,1523.89,True,"Cama Box Queen 158cm | Categoria: Móveis | Cor: prata | Material: policarbonato | Voltagem: 110V | Peso: 42.66 kg | Dimensões: 134x59x33 cm | Capacidade: 120kg suportados | Potência: — | Conectividade: Wi-Fi | Recursos: eficiência energética A, acabamento premium, baixo ruído, proteção contra sobrecarga | Garantia: 12 meses | Origem: México | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: móveis, prata, policarbonato, 110V, 120kg suportados, —, Wi-Fi, eficiência, durável, custo-benefício | Sequi libero officiis incidunt enim neque eum voluptatem harum."
69,Motorola Moto G84 5G,Telefonia,1315.07,True,"Motorola Moto G84 5G | Categoria: Telefonia | Cor: dourado | Material: ABS | Voltagem: 220V | Peso: 19.81 kg | Dimensões: 115x103x35 cm | Capacidade: 6000mAh | Potência: — | Conectividade: USB-C, HDMI, Bluetooth 5.3 | Recursos: design ergonômico, resistente a riscos, assistência técnica nacional | Garantia: 12 meses | Origem: Vietnã | Indicações de uso: estúdio | Compatível com: USB-C PD | Palavras-chave: telefonia, dourado, ABS, 220V, 6000mAh, —, USB-C, HDMI, Bluetooth 5.3, eficiência, durável, custo-benefício | Ipsam nemo eos hic dicta soluta quo corporis."
70,Cama Box Queen 158cm,Móveis,2166.54,False,"Cama Box Queen 158cm | Categoria: Móveis | Cor: grafite | Material: cerâmica | Voltagem: bivolt | Peso: 39.31 kg | Dimensões: 23x174x66 cm | Capacidade: 200kg suportados | Potência: — | Conectividade: Wi-Fi, DisplayPort, NFC | Recursos: eficiência energética A, garantia 12 meses, design ergonômico, assistência técnica nacional | Garantia: 24 meses | Origem: México | Indicações de uso: estúdio | Compatível com: tomada padrão | Palavras-chave: móveis, grafite, cerâmica, bivolt, 200kg suportados, —, Wi-Fi, DisplayPort, NFC, eficiência, durável, custo-benefício | Perferendis aliquid velit cupiditate quia possimus quo vitae nobis occaecati quisquam cupiditate."
71,Cabo USB-C Anker 1.8m,Telefonia,6199.33,False,"Cabo USB-C Anker 1.8m | Categoria: Telefonia | Cor: verde-oliva | Material: aço inox | Voltagem: 110V | Peso: 22.69 kg | Dimensões: 70x108x15 cm | Capacidade: 5000mAh | Potência: — | Conectividade: Wi-Fi | Recursos: eficiência energética A, proteção contra sobrecarga, garantia 12 meses, controle por app | Garantia: 6 meses | Origem: China | Indicações de uso: estúdio | Compatível com: padrão ABNT | Palavras-chave: telefonia, verde-oliva, aço inox, 110V, 5000mAh, —, Wi-Fi, eficiência, durável, custo-benefício | Ut accusantium eius architecto sed blanditiis nihil sed ullam suscipit."
72,Estante Livreiro 5 Prateleiras,Móveis,2507.55,False,"Estante Livreiro 5 Prateleiras | Categoria: Móveis | Cor: preto | Material: MDF | Voltagem: bivolt | Peso: 37.61 kg | Dimensões: 150x196x72 cm | Capacidade: 200kg suportados | Potência: — | Conectividade: USB-C | Recursos: design ergonômico, eficiência energética A, baixo ruído | Garantia: 6 meses | Origem: Vietnã | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: móveis, preto, MDF, bivolt, 200kg suportados, —, USB-C, eficiência, durável, custo-benefício | Laudantium non labore a excepturi ipsa cupiditate deleniti quibusdam error tempore consequatur."
73,Notebook Dell Inspiron 15,Informática,6713.10,True,"Notebook Dell Inspiron 15 | Categoria: Informática | Cor: cinza-escuro | Material: aço inox | Voltagem: 220V | Peso: 23.29 kg | Dimensões: 71x193x23 cm | Capacidade: 1TB | Potência: — | Conectividade: DisplayPort | Recursos: assistência técnica nacional, fácil instalação, garantia 12 meses, proteção contra sobrecarga | Garantia: 24 meses | Origem: Brasil | Indicações de uso: viagem | Compatível com: USB-C PD | Palavras-chave: informática, cinza-escuro, aço inox, 220V, 1TB, —, DisplayPort, eficiência, durável, custo-benefício | Animi exercitationem odit sint eaque odio commodi mollitia nisi maxime laborum harum doloribus."
74,Placa de Vídeo NVIDIA GeForce RTX 4060,Informática,4407.37,True,"Placa de Vídeo NVIDIA GeForce RTX 4060 | Categoria: Informática | Cor: cinza-escuro | Material: malha respirável | Voltagem: bivolt | Peso: 17.69 kg | Dimensões: 130x21x54 cm | Capacidade: 1TB | Potência: 120W | Conectividade: Wi-Fi, USB-C, NFC | Recursos: assistência técnica nacional, eficiência energética A, proteção contra sobrecarga, acabamento premium | Garantia: 6 meses | Origem: China | Indicações de uso: viagem | Compatível com: USB-C PD | Palavras-chave: informática, cinza-escuro, malha respirável, bivolt, 1TB, 120W, Wi-Fi, USB-C, NFC, eficiência, durável, custo-benefício | Repellendus assumenda labore quidem earum dicta ipsum dolor non aliquid eligendi."
75,Cabo USB-C Anker 1.8m,Telefonia,6866.89,True,"Cabo USB-C Anker 1.8m | Categoria: Telefonia | Cor: prata | Material: ABS | Voltagem: bivolt | Peso: 32.28 kg | Dimensões: 127x19x42 cm | Capacidade: 256GB | Potência: — | Conectividade: Bluetooth 5.3 | Recursos: proteção contra sobrecarga, design ergonômico | Garantia: 24 meses | Origem: Vietnã | Indicações de uso: viagem | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: telefonia, prata, ABS, bivolt, 256GB, —, Bluetooth 5.3, eficiência, durável, custo-benefício | Non neque blanditiis eum enim nulla sed eum sint autem."
76,Geladeira Brastemp Frost Free 375L,Eletrodomésticos,4556.75,True,"Geladeira Brastemp Frost Free 375L | Categoria: Eletrodomésticos | Cor: vermelho | Material: aço inox | Voltagem: 220V | Peso: 15.07 kg | Dimensões: 41x104x60 cm | Capacidade: 4L | Potência: 2122W | Conectividade: HDMI, USB-C | Recursos: resistente a riscos, controle por app, proteção contra sobrecarga | Garantia: 24 meses | Origem: China | Indicações de uso: doméstico | Compatível com: Wi-Fi 2.4/5GHz | Palavras-chave: eletrodomésticos, vermelho, aço inox, 220V, 4L, 2122W, HDMI, USB-C, eficiência, durável, custo-benefício | Eveniet natus voluptates ducimus laborum vitae repellendus totam in minus non."
77,SSD NVMe Kingston 1TB,Informática,4867.33,True,"SSD NVMe Kingston 1TB | Categoria: Informática | Cor: cinza-escuro | Material: MDF | Voltagem: 110V | Peso: 4.8 kg | Dimensões: 93x179x42 cm | Capacidade: 1TB | Potência: — | Conectividade: NFC, HDMI, Bluetooth 5.3 | Recursos: proteção contra sobrecarga, resistente a riscos, baixo ruído, controle por app, garantia 12 meses | Garantia: 24 meses | Origem: Vietnã | Indicações de uso: escritório | Compatível com: tomada padrão | Palavras-chave: informática, cinza-escuro, MDF, 110V, 1TB, —, NFC, HDMI, Bluetooth 5.3, eficiência, durável, custo-benefício | Eum perspiciatis laboriosam dolores quidem incidunt laborum est veniam quis."
78,SSD NVMe Kingston 1TB,Informática,2982.89,True,"SSD NVMe Kingston 1TB | Categoria: Informática | Cor: prata | Material: aço inox | Voltagem: bivolt | Peso: 38.22 kg | Dimensões: 183x122x9 cm | Capacidade: 512GB | Potência: 65W | Conectividade: NFC | Recursos: proteção contra sobrecarga, fácil instalação, baixo ruído, design ergonômico | Garantia: 6 meses | Origem: Vietnã | Indicações de uso: escritório | Compatível com: USB-C PD | Palavras-chave: informática, prata, aço inox, bivolt, 512GB, 65W, NFC, eficiência, durável, custo-benefício | Nulla voluptatibus ut fugiat assumenda nam veniam dolorem eaque quas."
79,Escrivaninha 120x60cm MDP,Móveis,2346.82,True,"Escrivaninha 120x60cm MDP | Categoria: Móveis | Cor: verde-oliva | Material: MDF BP | Voltagem: 220V | Peso: 12.69 kg | Dimensões: 39x16x28 cm | Capacidade: 200kg suportados | Potência: — | Conectividade: HDMI, DisplayPort, Wi-Fi | Recursos: design ergonômico, resistente a riscos, assistência técnica nacional, controle por app | Garantia: 12 meses | Origem: Vietnã | Indicações de uso: profissional | Compatível com: tomada padrão | Palavras-chave: móveis, verde-oliva, MDF BP, 220V, 200kg suportados, —, HDMI, DisplayPort, Wi-Fi, eficiência, durável, custo-benefício | Sequi exercitationem dolore commodi perspiciatis consequatur consequatur placeat corrupti quos voluptatum fuga error."
80,Samsung Galaxy A54 5G 256GB,Telefonia,3197.18,False,"Samsung Galaxy A54 5G 256GB | Categoria: Telefonia | Cor: champanhe | Material: alumínio | Voltagem: 220V | Peso: 43.55 kg | Dimensões: 91x180x49 cm | Capacidade: 128GB | Potência: — | Conectividade: DisplayPort, USB-C, NFC | Recursos: garantia 12 meses, proteção contra sobrecarga, assistência técnica nacional | Garantia: 6 meses | Origem: México | Indicações de uso: profissional | Compatível com: padrão ABNT | Palavras-chave: telefonia, champanhe, alumínio, 220V, 128GB, —, DisplayPort, USB-C, NFC, eficiência, durável, custo-benefício | Tempora error repellat vitae maiores tempora at cum tempora ipsa dolorem."
81,Cadeira Gamer DT3 Sports,Móveis,1520.28,True,"Cadeira Gamer DT3 Sports | Categoria: Móveis | Cor: champanhe | Material: malha respirável | Voltagem: bivolt | Peso: 27.62 kg | Dimensões: 32x26x44 cm | Capacidade: 200kg suportados | Potência: — | Conectividade: NFC, HDMI, DisplayPort | Recursos: controle por app, eficiência energética A, garantia 12 meses, resistente a riscos, proteção contra sobrecarga | Garantia: 6 meses | Origem: Vietnã | Indicações de uso: estúdio | Compatível com: USB-C PD | Palavras-chave: móveis, champanhe, malha respirável, bivolt, 200kg suportados, —, NFC, HDMI, DisplayPort, eficiência, durável, custo-benefício | Deleniti dolorum unde sint corrupti id odio iste pariatur vitae."
82,Power Bank Baseus 20.000mAh,Telefonia,4500.17,True,"Power Bank Baseus 20.000mAh | Categoria: Telefonia | Cor: prata | Material: vidro temperado | Voltagem: 220V | Peso: 41.0 kg | Dimensões: 24x41x71 cm | Capacidade: 256GB | Potência: — | Conectividade: Bluetooth 5.3, NFC | Recursos: assistência técnica nacional, proteção contra sobrecarga, design ergonômico, fácil instalação | Garantia: 6 meses | Origem: China | Indicações de uso: profissional | Compatível com: USB-C PD | Palavras-chave: telefonia, prata, vidro temperado, 220V, 256GB, —, Bluetooth 5.3, NFC, eficiência, durável, custo-benefício | Perspiciatis pariatur vitae mollitia eum ut unde voluptatum deleniti debitis."
