id_venda,id_cliente,id_produto,data_venda,quantidade,valor_unitario,valor_total,canal_venda
2346,15,170,2025-09-18 20:45:27,3,67.31,201.93,marketplace
2347,28,185,2025-07-10 20:42:58,1,3609.57,3609.57,loja física
2348,42,23,2024-12-18 10:45:26,1,7893.32,7893.32,marketplace
2349,81,129,2025-10-01 06:10:53,1,5526.98,5526.98,marketplace
2350,43,90,2025-11-04 13:56:32,5,7450.75,37253.75,online
2351,13,168,2025-08-17 07:23:53,5,5044.32,25221.6,marketplace
2352,33,1,2025-06-24 02:08:57,4,5458.41,21833.64,marketplace
2353,33,5,2025-05-31 13:18:18,1,7952.07,7952.07,marketplace
2354,25,84,2025-10-20 19:45:54,5,7938.21,39691.05,marketplace
2355,82,23,2025-08-25 06:56:11,3,7893.32,23679.96,loja física
2356,31,175,2025-03-18 21:40:21,2,3321.56,6643.12,online
2357,96,153,2025-06-13 20:49:17,3,4441.51,13324.53,loja física
2358,33,139,2025-10-20 19:36:51,4,6720.34,26881.36,online
2359,97,124,2025-09-08 17:03:54,3,3891.15,11673.45,marketplace
2360,6,159,2025-04-20 10:07:12,1,1611.19,1611.19,marketplace
2361,67,149,2024-12-02 01:18:40,3,116.6,349.8,marketplace
2362,21,3,2025-10-18 00:55:45,3,1632.5,4897.5,marketplace
2363,56,12,2025-10-04 23:56:39,4,4547.24,18188.96,loja física
2364,7,90,2025-11-06 06:26:00,5,7450.75,37253.75,online
2365,27,112,2025-04-17 01:23:11,2,5985.55,11971.1,online
2366,99,182,2025-03-06 19:31:34,2,6618.21,13236.42,marketplace
2367,81,144,2025-08-09 17:07:54,2,646.02,1292.04,marketplace
2368,34,83,2025-06-19 11:34:16,3,3635.23,10905.69,online
2369,36,120,2025-04-08 23:30:06,3,4919.87,14759.61,loja física
2370,16,81,2025-02-07 07:41:50,3,3611.78,10835.34,loja física
2371,30,117,2025-09-19 07:46:31,2,4384.13,8768.26,online
2372,36,154,2025-11-07 16:31:22,2,1830.78,3661.56,online
2373,99,143,2024-12-07 06:41:31,1,7515.96,7515.96,marketplace
2374,35,198,2025-08-19 23:05:43,3,5770.84,17312.52,marketplace
2375,41,87,2024-12-23 19:12:34,1,7710.49,7710.49,online
2376,34,120,2025-11-15 08:43:38,1,4919.87,4919.87,online
2377,80,27,2025-04-11 15:42:26,3,3743.43,11230.29,loja física
2378,66,90,2025-06-30 22:10:31,5,7450.75,37253.75,loja física
2379,48,169,2025-11-16 23:00:33,4,5894.16,23576.64,marketplace
2380,62,67,2025-04-26 10:23:05,4,2493.91,9975.64,loja física
2381,11,169,2025-02-27 01:44:10,4,5894.16,23576.64,marketplace
2382,33,44,2025-05-22 00:06:20,5,37.54,187.7,marketplace
2383,31,12,2025-01-10 02:06:26,1,4547.24,4547.24,online
2384,42,115,2025-08-25 09:20:16,3,127.28,381.84,loja física
2385,58,153,2025-07-28 11:19:40,1,4441.51,4441.51,online
2386,54,200,2025-05-07 19:39:56,2,5453.83,10907.66,loja física
2387,8,162,2025-11-21 00:44:52,2,4998.82,9997.64,online
2388,11,134,2025-01-13 11:16:49,5,1669.06,8345.3,online
2389,65,133,2025-09-26 07:30:26,5,6315.58,31577.9,loja física
2390,91,24,2025-03-12 13:30:18,1,6737.09,6737.09,loja física
2391,68,8,2024-11-29 20:32:28,5,6008.6,30043.0,marketplace
2392,14,86,2025-02-11 01:46:46,2,5446.58,10893.16,marketplace
2393,92,110,2025-01-26 13:23:18,3,3237.41,9712.23,loja física
2394,23,199,2025-10-17 07:39:50,2,5740.23,11480.46,marketplace
2395,39,187,2025-06-20 03:21:14,1,7603.15,7603.15,online
2396,22,172,2025-05-03 21:03:56,5,534.87,2674.35,marketplace
2397,20,162,2024-11-30 10:19:55,2,4998.82,9997.64,online
2398,54,15,2025-06-16 10:24:13,5,2116.47,10582.35,marketplace
2399,90,196,2025-02-25 05:28:40,1,3869.96,3869.96,online
2400,88,56,2025-07-18 12:35:57,2,3960.1,7920.2,online
2401,38,36,2025-06-12 02:16:59,5,1152.03,5760.15,marketplace
2402,22,46,2025-07-06 20:33:22,5,438.2,2191.0,online
2403,79,1,2025-01-27 15:12:25,3,5458.41,16375.23,loja física
2404,5,3,2024-12-10 03:51:09,4,1632.5,6530.0,marketplace
2405,35,119,2025-06-10 11:56:13,2,7867.18,15734.36,online
2406,13,32,2025-03-27 03:05:28,1,7928.66,7928.66,online
2407,96,177,2025-02-15 05:36:55,5,7307.24,36536.2,online
2408,81,144,2025-11-11 02:08:13,1,646.02,646.02,online
2409,62,164,2025-06-04 21:14:33,2,4950.63,9901.26,marketplace
2410,55,155,2025-07-14 19:11:48,1,7049.38,7049.38,marketplace
2411,40,52,2025-06-08 11:41:37,3,1847.55,5542.65,marketplace
2412,38,129,2025-02-19 09:46:46,1,5526.98,5526.98,marketplace
2413,98,79,2025-04-05 06:01:11,5,2263.23,11316.15,marketplace
2414,16,137,2025-08-02 20:04:39,5,6944.32,34721.6,online
2415,66,180,2025-05-02 22:56:36,4,5694.59,22778.36,marketplace
2416,8,71,2024-12-17 03:37:34,1,3903.75,3903.75,marketplace
2417,90,40,2025-11-15 09:43:15,4,198.18,792.72,online
2418,89,120,2025-07-27 23:03:49,3,4919.87,14759.61,online
2419,25,69,2025-03-29 03:30:19,4,3686.82,14747.28,online
2420,15,45,2025-04-20 09:28:34,3,6075.0,18225.0,loja física
2421,94,58,2025-01-10 18:19:35,4,7660.78,30643.12,marketplace
2422,22,132,2025-06-28 10:57:30,3,682.7,2048.1,online
2423,17,139,2025-08-09 03:26:49,3,6720.34,20161.02,online
2424,45,81,2025-03-18 11:15:06,2,3611.78,7223.56,online
2425,61,189,2025-08-25 11:42:35,3,1326.56,3979.68,online
2426,99,5,2025-01-25 00:00:54,5,7952.07,39760.35,online
2427,12,5,2025-05-11 19:28:18,5,7952.07,39760.35,loja física
2428,11,84,2025-02-17 22:02:09,4,7938.21,31752.84,marketplace
2429,1,22,2025-07-26 03:43:17,1,5745.02,5745.02,online
2430,90,45,2025-06-16 11:33:39,5,6075.0,30375.0,marketplace
2431,11,9,2025-08-05 16:11:13,5,6513.75,32568.75,loja física
2432,75,190,2025-04-19 05:22:06,4,1325.77,5303.08,online
2433,31,133,2025-03-23 09:55:17,4,6315.58,25262.32,online
2434,86,66,2025-02-12 12:26:52,4,5395.79,21583.16,online
2435,35,146,2025-07-12 02:53:43,2,4663.52,9327.04,loja física
2436,65,19,2025-10-20 07:18:00,2,2030.43,4060.86,online
2437,22,89,2025-09-08 19:03:53,3,1387.85,4163.55,loja física
2438,84,106,2025-11-10 20:31:25,4,4026.26,16105.04,loja física
2439,40,122,2024-12-14 13:32:07,2,491.62,983.24,marketplace
2440,51,4,2025-01-25 02:58:14,3,1271.94,3815.82,marketplace
2441,5,193,2025-03-21 23:49:16,3,4781.92,14345.76,marketplace
2442,95,124,2025-07-04 15:56:35,1,3891.15,3891.15,online
2443,69,9,2025-10-26 17:10:53,5,6513.75,32568.75,online
2444,3,151,2025-06-10 20:52:38,5,5329.91,26649.55,marketplace
2445,60,187,2025-09-04 19:02:19,1,7603.15,7603.15,loja física
2446,70,43,2025-06-12 07:17:26,4,3876.7,15506.8,marketplace
2447,21,23,2025-11-14 22:37:53,4,7893.32,31573.28,marketplace
2448,86,165,2025-04-09 07:17:58,4,3815.09,15260.36,online
2449,41,87,2025-01-13 18:32:45,4,7710.49,30841.96,loja física
2450,62,40,2025-02-09 00:28:16,5,198.18,990.9,loja física
2451,57,24,2025-09-15 13:36:12,3,6737.09,20211.27,online
2452,46,60,2025-01-04 08:41:29,5,7054.86,35274.3,online
2453,9,50,2025-03-17 16:08:35,3,4804.44,14413.32,online
2454,92,192,2025-11-10 09:32:06,5,1220.78,6103.9,online
2455,66,113,2025-07-23 06:05:58,3,2001.96,6005.88,loja física
2456,52,11,2025-03-09 16:31:29,4,1779.66,7118.64,loja física
2457,52,31,2025-07-27 18:31:11,4,7064.51,28258.04,online
2458,68,40,2024-12-01 22:17:03,2,198.18,396.36,online
2459,99,186,2025-03-29 21:46:40,4,3951.9,15807.6,online
2460,93,106,2024-12-13 20:49:38,3,4026.26,12078.78,loja física
2461,1,182,2025-01-17 10:43:42,2,6618.21,13236.42,marketplace
2462,80,183,2025-05-24 03:13:03,4,5982.54,23930.16,online
2463,84,174,2024-12-22 10:41:34,1,5664.64,5664.64,loja física
2464,16,92,2025-05-18 01:16:42,4,5927.44,23709.76,loja física
2465,21,119,2025-03-04 00:15:39,5,7867.18,39335.9,online
2466,20,12,2025-01-15 22:43:06,3,4547.24,13641.72,online
2467,59,146,2025-05-14 13:13:25,2,4663.52,9327.04,loja física
2468,72,142,2025-08-08 05:30:36,3,5648.87,16946.61,online
2469,28,26,2025-10-01 10:05:28,1,5613.17,5613.17,loja física
2470,45,92,2024-12-23 22:34:10,2,5927.44,11854.88,marketplace
2471,34,27,2025-05-21 22:16:54,5,3743.43,18717.15,online
2472,12,65,2024-11-28 01:02:58,3,1568.12,4704.36,marketplace
2473,67,158,2025-05-07 16:29:58,3,3769.25,11307.75,online
2474,77,49,2025-01-25 22:25:12,2,6052.79,12105.58,loja física
2475,9,111,2025-05-12 14:08:30,2,2373.6,4747.2,online
2476,99,90,2025-07-02 23:28:08,2,7450.75,14901.5,marketplace
2477,94,191,2025-07-18 02:39:37,4,3505.32,14021.28,online
2478,52,22,2025-06-01 13:27:10,5,5745.02,28725.1,online
2479,11,111,2025-01-17 18:46:13,4,2373.6,9494.4,loja física
2480,51,153,2025-03-08 18:21:15,4,4441.51,17766.04,marketplace
2481,10,59,2025-06-21 08:34:53,1,5859.59,5859.59,online
2482,83,114,2025-06-16 01:06:51,4,7478.4,29913.6,marketplace
2483,100,186,2025-06-13 18:46:41,3,3951.9,11855.7,online
2484,29,187,2025-07-15 12:37:31,5,7603.15,38015.75,marketplace
2485,8,61,2025-02-28 13:08:09,3,2558.74,7676.22,loja física
2486,10,62,2025-11-11 04:26:18,2,1225.79,2451.58,online
2487,59,67,2025-08-14 15:30:58,5,2493.91,12469.55,loja física
2488,5,67,2025-07-12 17:07:34,2,2493.91,4987.82,online
2489,20,113,2025-07-23 12:51:21,4,2001.96,8007.84,marketplace
2490,53,196,2025-05-31 19:06:35,3,3869.96,11609.88,marketplace
2491,83,29,2025-10-27 15:58:51,3,6414.58,19243.74,marketplace
2492,70,144,2025-05-15 12:46:36,2,646.02,1292.04,loja física
2493,98,55,2025-10-07 15:14:55,5,1874.63,9373.15,marketplace
2494,58,20,2025-05-19 17:25:08,4,552.26,2209.04,loja física
2495,84,173,2025-03-14 19:41:56,2,729.63,1459.26,marketplace
2496,19,187,2025-01-05 02:50:31,5,7603.15,38015.75,marketplace
2497,39,30,2025-05-04 12:42:09,5,3653.33,18266.65,online
2498,41,37,2025-09-06 20:02:55,3,7062.33,21186.99,online
2499,37,105,2025-06-16 00:14:54,4,3759.35,15037.4,online
2500,30,164,2024-12-08 21:47:31,1,4950.63,4950.63,online
2501,63,119,2025-05-19 21:28:36,4,7867.18,31468.72,online
2502,48,184,2025-06-11 20:01:33,3,6273.84,18821.52,marketplace
2503,81,200,2025-10-02 07:47:17,4,5453.83,21815.32,online
2504,45,184,2025-09-11 20:17:11,2,6273.84,12547.68,online
2505,78,53,2025-01-10 21:03:26,4,7178.61,28714.44,loja física
2506,30,47,2025-01-18 23:11:00,4,2635.98,10543.92,loja física
2507,54,193,2025-09-03 12:59:22,5,4781.92,23909.6,marketplace
2508,61,76,2025-03-05 04:17:17,5,6203.79,31018.95,online
2509,82,144,2025-01-11 01:32:38,1,646.02,646.02,marketplace
2510,87,82,2025-06-29 12:49:36,2,7118.16,14236.32,marketplace
2511,43,61,2025-02-03 01:44:08,4,2558.74,10234.96,loja física
2512,90,52,2025-05-31 00:06:48,4,1847.55,7390.2,marketplace
2513,58,36,2024-12-17 08:32:38,3,1152.03,3456.09,loja física
2514,97,40,2025-08-03 11:24:37,4,198.18,792.72,online
2515,50,63,2025-08-13 08:15:12,3,354.05,1062.15,online
2516,62,122,2025-03-30 13:21:56,3,491.62,1474.86,marketplace
2517,17,159,2025-09-17 18:09:58,1,1611.19,1611.19,online
2518,72,96,2025-06-23 23:24:29,1,5811.56,5811.56,loja física
2519,88,185,2025-10-10 05:21:38,3,3609.57,10828.71,online
2520,66,13,2025-03-05 16:19:19,5,4194.19,20970.95,loja física
2521,34,134,2025-03-15 15:55:20,3,1669.06,5007.18,online
2522,12,54,2025-05-19 10:55:48,3,518.22,1554.66,marketplace
2523,16,160,2025-09-12 10:09:49,5,1053.48,5267.4,marketplace
2524,33,128,2025-05-31 10:53:33,1,7259.79,7259.79,online
2525,35,187,2025-02-08 21:51:14,1,7603.15,7603.15,marketplace
2526,13,112,2025-03-13 21:14:11,4,5985.55,23942.2,online
2527,59,39,2025-04-06 22:28:07,2,5398.29,10796.58,marketplace
2528,86,32,2025-11-03 03:34:53,2,7928.66,15857.32,online
2529,69,168,2025-06-07 09:14:32,1,5044.32,5044.32,loja física
2530,34,198,2025-08-29 05:16:11,4,5770.84,23083.36,loja física
2531,45,105,2025-07-21 11:38:51,4,3759.35,15037.4,marketplace
2532,60,95,2025-10-29 12:01:12,5,6041.81,30209.05,online
2533,14,25,2025-05-06 18:37:09,3,6697.46,20092.38,loja física
2534,65,185,2025-03-11 07:21:42,3,3609.57,10828.71,loja física
2535,35,107,2024-11-21 23:11:03,5,2466.49,12332.45,online
2536,73,160,2025-10-23 14:30:08,1,1053.48,1053.48,marketplace
2537,45,109,2025-06-06 09:51:11,1,714.96,714.96,loja física
2538,98,171,2025-09-03 21:09:00,5,3502.39,17511.95,marketplace
2539,99,157,2025-09-15 16:54:12,3,4646.38,13939.14,online
2540,98,99,2025-10-15 20:22:27,5,4654.47,23272.35,loja física
2541,12,184,2024-12-11 14:02:10,2,6273.84,12547.68,marketplace
2542,61,27,2025-03-09 12:07:26,1,3743.43,3743.43,marketplace
2543,12,88,2025-10-17 07:12:10,5,5192.61,25963.05,loja física
2544,98,23,2025-08-21 13:05:18,3,7893.32,23679.96,online
2545,73,50,2025-09-01 13:11:40,4,4804.44,19217.76,marketplace
2546,52,5,2025-02-04 18:38:25,1,7952.07,7952.07,marketplace
2547,15,30,2025-05-05 02:34:46,4,3653.33,14613.32,loja física
2548,11,67,2025-06-23 12:18:01,4,2493.91,9975.64,online
2549,81,88,2024-12-24 14:20:11,1,5192.61,5192.61,marketplace
2550,100,168,2025-11-01 11:27:18,4,5044.32,20177.28,marketplace
2551,81,159,2025-04-24 21:05:02,4,1611.19,6444.76,online
2552,28,171,2025-04-07 19:14:51,5,3502.39,17511.95,online
2553,49,85,2025-03-23 01:47:25,2,3266.63,6533.26,online
2554,53,184,2025-08-05 06:30:01,5,6273.84,31369.2,loja física
2555,67,132,2025-11-17 04:28:59,4,682.7,2730.8,online
2556,91,119,2024-12-29 01:50:44,3,7867.18,23601.54,marketplace
2557,25,120,2025-11-18 02:44:26,3,4919.87,14759.61,marketplace
2558,5,27,2025-04-20 04:03:10,5,3743.43,18717.15,loja física
2559,42,31,2025-04-10 20:56:46,1,7064.51,7064.51,marketplace
2560,47,121,2025-06-04 08:02:58,1,5689.3,5689.3,online
2561,72,49,2025-09-12 16:04:47,3,6052.79,18158.37,online
2562,96,141,2025-11-02 05:11:03,5,1916.69,9583.45,online
2563,92,77,2025-02-21 22:27:46,5,6237.15,31185.75,online
2564,18,198,2025-05-03 22:58:52,5,5770.84,28854.2,online
2565,100,52,2025-02-22 10:44:19,5,1847.55,9237.75,marketplace
2566,99,191,2025-03-27 13:23:41,1,3505.32,3505.32,loja física
2567,6,144,2024-12-08 10:29:07,3,646.02,1938.06,online
2568,27,54,2025-03-09 23:57:35,4,518.22,2072.88,online
2569,5,114,2025-07-12 09:49:01,3,7478.4,22435.2,marketplace
2570,60,118,2025-07-13 17:25:51,4,2586.74,10346.96,loja física
2571,54,101,2025-09-12 12:00:38,5,600.38,3001.9,online
2572,82,23,2025-06-01 16:15:32,2,7893.32,15786.64,marketplace
2573,30,99,2025-04-15 00:39:26,2,4654.47,9308.94,loja física
2574,27,57,2025-04-26 12:31:40,5,2354.5,11772.5,online
2575,42,200,2025-08-08 04:57:42,4,5453.83,21815.32,online
2576,9,33,2025-05-09 04:55:11,4,5771.45,23085.8,online
2577,50,140,2025-01-21 10:44:54,2,3458.6,6917.2,online
2578,10,110,2025-04-03 20:52:14,5,3237.41,16187.05,loja física
2579,91,23,2025-07-11 05:36:36,4,7893.32,31573.28,online
2580,52,137,2025-01-06 06:37:53,2,6944.32,13888.64,marketplace
2581,40,184,2025-05-27 17:48:46,5,6273.84,31369.2,loja física
2582,46,144,2025-05-27 14:11:25,1,646.02,646.02,online
2583,53,147,2025-04-13 09:28:26,5,2798.06,13990.3,online
2584,53,110,2025-01-07 09:16:04,4,3237.41,12949.64,online
2585,56,17,2024-12-09 17:18:46,2,5744.42,11488.84,online
2586,51,167,2025-04-06 23:37:55,5,7881.23,39406.15,marketplace
2587,7,198,2025-06-10 06:35:49,4,5770.84,23083.36,loja física
2588,15,149,2025-09-06 08:07:50,1,116.6,116.6,online
2589,74,10,2025-02-07 16:50:55,3,7563.09,22689.27,online
2590,57,71,2025-01-13 07:15:32,4,3903.75,15615.0,online
2591,77,25,2025-11-05 15:43:32,5,6697.46,33487.3,loja física
2592,45,50,2025-09-12 16:33:51,1,4804.44,4804.44,loja física
2593,18,64,2025-01-13 03:23:33,3,2852.48,8557.44,marketplace
2594,37,139,2025-05-02 00:22:15,5,6720.34,33601.7,online
2595,53,101,2025-01-03 17:36:56,5,600.38,3001.9,loja física
2596,89,142,2024-12-25 08:01:00,3,5648.87,16946.61,online
2597,2,190,2025-02-23 21:19:36,5,1325.77,6628.85,marketplace
2598,26,147,2024-12-30 06:19:41,4,2798.06,11192.24,online
2599,63,70,2025-09-29 15:51:58,1,194.53,194.53,online
2600,97,178,2025-05-24 21:27:14,4,2021.54,8086.16,marketplace
2601,71,34,2025-10-05 19:10:11,3,6615.09,19845.27,marketplace
2602,48,113,2025-03-17 00:51:21,5,2001.96,10009.8,loja física
2603,66,47,2025-02-12 07:11:21,5,2635.98,13179.9,loja física
2604,96,158,2025-09-01 10:26:02,2,3769.25,7538.5,marketplace
2605,25,34,2025-10-03 19:44:32,1,6615.09,6615.09,loja física
2606,44,168,2024-12-11 10:16:54,2,5044.32,10088.64,online
2607,88,115,2024-12-17 08:37:37,4,127.28,509.12,online
2608,87,161,2025-04-20 20:27:32,2,6409.76,12819.52,marketplace
2609,27,42,2025-02-10 04:35:42,4,4214.82,16859.28,loja física
2610,38,13,2025-10-02 18:21:44,1,4194.19,4194.19,marketplace
2611,6,60,2025-08-01 10:32:25,5,7054.86,35274.3,marketplace
2612,69,72,2025-07-30 00:27:53,3,6749.08,20247.24,online
2613,37,150,2025-02-16 12:11:39,1,6961.72,6961.72,marketplace
2614,95,148,2025-03-09 10:53:35,3,2817.24,8451.72,online
2615,91,171,2025-02-25 15:52:37,5,3502.39,17511.95,loja física
2616,61,146,2025-08-14 12:59:40,4,4663.52,18654.08,online
2617,20,108,2025-07-05 17:34:39,2,1251.95,2503.9,online
2618,36,152,2025-04-20 02:31:13,2,354.04,708.08,marketplace
2619,52,126,2025-01-05 16:18:24,4,6136.27,24545.08,loja física
2620,66,156,2025-08-17 16:23:36,1,2299.63,2299.63,marketplace
2621,79,15,2025-04-04 14:52:14,4,2116.47,8465.88,loja física
2622,41,88,2025-05-20 15:01:48,2,5192.61,10385.22,loja física
2623,34,81,2025-11-09 17:53:16,4,3611.78,14447.12,marketplace
2624,92,177,2025-05-03 06:39:40,3,7307.24,21921.72,marketplace
2625,99,44,2025-07-29 11:51:44,1,37.54,37.54,loja física
2626,20,25,2025-01-18 19:18:31,1,6697.46,6697.46,marketplace
2627,7,100,2025-09-04 00:57:35,3,6067.84,18203.52,marketplace
2628,86,122,2025-02-08 12:20:40,4,491.62,1966.48,online
2629,48,186,2025-03-28 01:29:01,5,3951.9,19759.5,online
2630,51,41,2025-03-09 05:52:44,5,3148.73,15743.65,online
2631,25,56,2025-04-14 04:02:00,3,3960.1,11880.3,loja física
2632,21,55,2025-06-03 08:35:22,2,1874.63,3749.26,loja física
2633,80,70,2025-02-20 21:04:47,1,194.53,194.53,loja física
2634,42,28,2025-11-14 08:53:46,2,6428.0,12856.0,online
2635,2,129,2025-01-18 20:49:54,4,5526.98,22107.92,marketplace
2636,13,49,2025-04-14 13:04:39,5,6052.79,30263.95,online
2637,64,170,2025-05-29 04:50:16,2,67.31,134.62,marketplace
2638,74,85,2025-05-28 21:22:52,4,3266.63,13066.52,online
2639,95,78,2025-06-29 12:45:54,5,4109.14,20545.7,loja física
2640,43,104,2024-12-03 06:39:08,3,2231.68,6695.04,online
2641,83,91,2025-09-09 11:24:07,4,3057.66,12230.64,marketplace
2642,19,108,2025-06-04 07:57:23,4,1251.95,5007.8,online
2643,33,85,2025-03-09 12:08:38,4,3266.63,13066.52,online
2644,88,2,2025-09-07 21:53:22,1,2385.09,2385.09,marketplace
2645,84,137,2025-01-01 20:38:18,3,6944.32,20832.96,loja física
2646,6,115,2025-06-04 08:23:29,5,127.28,636.4,loja física
2647,25,65,2025-05-13 15:44:19,2,1568.12,3136.24,loja física
2648,99,152,2025-06-16 13:54:41,3,354.04,1062.12,loja física
2649,24,168,2025-04-15 03:03:57,2,5044.32,10088.64,loja física
2650,68,109,2024-12-31 08:35:34,3,714.96,2144.88,marketplace
2651,18,174,2025-03-19 19:57:44,5,5664.64,28323.2,online
2652,79,128,2025-01-04 19:01:19,3,7259.79,21779.37,online
2653,62,2,2025-06-13 03:06:00,5,2385.09,11925.45,marketplace
2654,81,115,2025-06-25 13:59:29,1,127.28,127.28,loja física
2655,92,114,2025-01-11 16:53:19,2,7478.4,14956.8,marketplace
2656,16,74,2025-11-03 15:42:56,1,128.85,128.85,loja física
2657,48,180,2025-04-10 00:48:07,5,5694.59,28472.95,online
2658,37,12,2025-05-06 09:44:16,1,4547.24,4547.24,online
2659,9,145,2025-11-18 12:44:15,2,1607.94,3215.88,online
2660,37,92,2025-10-18 09:33:41,3,5927.44,17782.32,loja física
2661,66,149,2025-03-29 09:18:26,5,116.6,583.0,marketplace
2662,68,139,2025-08-27 15:33:54,3,6720.34,20161.02,online
2663,23,66,2025-08-06 03:00:25,1,5395.79,5395.79,loja física
2664,98,79,2025-06-15 04:17:25,3,2263.23,6789.69,online
2665,40,195,2025-10-08 03:29:36,5,7452.98,37264.9,marketplace
2666,30,61,2025-05-11 02:10:56,4,2558.74,10234.96,online
2667,36,175,2025-02-04 05:26:41,2,3321.56,6643.12,marketplace
2668,29,133,2025-04-16 02:44:43,1,6315.58,6315.58,marketplace
2669,34,94,2025-01-30 01:09:20,1,4429.06,4429.06,loja física
2670,81,77,2025-02-09 02:25:18,4,6237.15,24948.6,marketplace
2671,51,196,2025-09-06 10:20:41,3,3869.96,11609.88,marketplace
2672,21,11,2025-11-08 03:29:09,5,1779.66,8898.3,marketplace
2673,20,184,2025-07-21 04:10:15,5,6273.84,31369.2,online
2674,36,157,2024-12-22 13:54:29,2,4646.38,9292.76,marketplace
2675,2,65,2025-09-16 23:42:18,5,1568.12,7840.6,loja física
2676,64,47,2025-10-05 05:34:37,1,2635.98,2635.98,loja física
2677,33,22,2025-08-22 00:26:17,4,5745.02,22980.08,marketplace
2678,69,174,2025-07-12 23:03:37,3,5664.64,16993.92,online
2679,97,32,2025-05-07 21:14:33,4,7928.66,31714.64,loja física
2680,90,129,2025-08-21 15:00:46,1,5526.98,5526.98,marketplace
2681,36,180,2025-08-07 19:34:28,2,5694.59,11389.18,marketplace
2682,100,197,2025-08-13 12:28:52,4,1811.01,7244.04,online
2683,60,55,2025-04-07 20:30:47,2,1874.63,3749.26,online
2684,46,22,2025-03-20 22:41:53,3,5745.02,17235.06,marketplace
2685,52,68,2024-12-27 20:56:29,3,1739.61,5218.83,loja física
2686,94,108,2025-07-09 22:44:16,1,1251.95,1251.95,loja física
2687,46,175,2025-07-18 18:29:54,3,3321.56,9964.68,loja física
2688,66,119,2024-12-16 23:09:46,5,7867.18,39335.9,online
2689,61,24,2024-12-12 17:20:00,5,6737.09,33685.45,marketplace
2690,73,177,2025-04-11 12:43:14,1,7307.24,7307.24,online
2691,19,150,2025-11-14 21:37:12,3,6961.72,20885.16,marketplace
2692,83,190,2024-11-28 02:21:51,2,1325.77,2651.54,online
2693,45,50,2025-03-09 17:38:07,5,4804.44,24022.2,loja física
2694,15,127,2025-07-20 09:56:02,4,5560.18,22240.72,online
2695,27,23,2025-01-10 20:32:13,3,7893.32,23679.96,marketplace
2696,44,39,2025-11-06 23:58:38,1,5398.29,5398.29,loja física
2697,38,100,2025-06-06 13:49:17,4,6067.84,24271.36,loja física
2698,78,155,2025-07-24 03:10:02,4,7049.38,28197.52,online
2699,66,94,2025-10-13 05:14:03,1,4429.06,4429.06,marketplace
2700,83,186,2025-01-10 21:54:49,2,3951.9,7903.8,loja física
2701,33,114,2025-06-07 08:39:31,5,7478.4,37392.0,loja física
2702,14,96,2025-03-31 04:35:00,4,5811.56,23246.24,loja física
2703,63,84,2025-05-14 23:48:55,1,7938.21,7938.21,online
2704,62,178,2025-10-20 12:50:45,3,2021.54,6064.62,marketplace
2705,69,108,2025-05-06 09:14:07,2,1251.95,2503.9,loja física
2706,27,188,2025-06-09 11:19:35,4,4322.47,17289.88,online
2707,14,51,2025-08-19 19:03:19,2,6548.52,13097.04,marketplace
2708,29,163,2025-10-13 20:43:51,1,3295.6,3295.6,loja física
2709,62,144,2025-02-15 00:13:05,5,646.02,3230.1,online
2710,86,118,2025-10-31 05:38:21,3,2586.74,7760.22,loja física
2711,48,55,2025-09-29 12:11:56,4,1874.63,7498.52,online
2712,13,164,2025-02-16 23:06:31,4,4950.63,19802.52,online
2713,87,173,2025-11-07 17:56:03,5,729.63,3648.15,marketplace
2714,28,140,2025-05-09 05:03:06,5,3458.6,17293.0,marketplace
2715,10,124,2025-04-20 17:49:23,2,3891.15,7782.3,online
2716,46,165,2025-09-06 06:14:26,2,3815.09,7630.18,online
2717,98,127,2025-03-06 19:06:17,4,5560.18,22240.72,marketplace
2718,93,113,2025-09-03 20:26:29,1,2001.96,2001.96,loja física
2719,27,50,2025-02-17 17:29:25,2,4804.44,9608.88,loja física
2720,82,172,2024-12-14 02:00:46,5,534.87,2674.35,online
2721,94,126,2025-08-25 07:59:30,5,6136.27,30681.35,online
2722,66,194,2025-04-14 23:31:01,3,2626.77,7880.31,marketplace
2723,16,152,2025-07-20 08:40:52,5,354.04,1770.2,online
2724,48,51,2024-11-27 08:23:44,1,6548.52,6548.52,marketplace
2725,23,39,2025-04-29 01:31:32,3,5398.29,16194.87,loja física
2726,69,99,2025-04-05 22:38:46,3,4654.47,13963.41,loja física
2727,87,104,2025-01-04 02:28:26,2,2231.68,4463.36,marketplace
2728,43,14,2025-09-02 17:28:37,3,6442.85,19328.55,marketplace
2729,35,171,2024-11-30 23:59:42,3,3502.39,10507.17,marketplace
2730,67,1,2025-11-06 21:43:36,2,5458.41,10916.82,online
2731,18,96,2025-10-21 05:22:17,3,5811.56,17434.68,marketplace
2732,58,55,2025-04-13 20:52:00,5,1874.63,9373.15,online
2733,6,154,2025-07-02 21:25:05,3,1830.78,5492.34,online
2734,54,34,2025-04-24 13:38:36,5,6615.09,33075.45,online
2735,36,79,2025-03-09 07:22:10,2,2263.23,4526.46,loja física
2736,58,38,2025-03-05 10:50:22,4,6232.85,24931.4,loja física
2737,52,6,2025-10-29 08:56:18,3,3971.53,11914.59,marketplace
2738,24,62,2025-10-25 11:25:40,5,1225.79,6128.95,online
2739,62,92,2025-09-03 03:35:51,5,5927.44,29637.2,loja física
